Basin,Amin_Type,Station,Num_Data_Points,Loc_Param,Scale_Param,Shape_Param,Rate_Param,Threshold_Param,MeanLog_Param,SdLog_Param,Zeta_Param,Alpha_Param,Kappa_Param,RP_1.11_yr,RP_2_yr,RP_5_yr,RP_10_yr,RP_20_yr,RP_25_yr,RP_50_yr,RP_100_yr
SG SADONG,amin_4Q,1790191SF,33,NA,NA,NA,NA,NA,0.5,1.19,NA,NA,NA,8,2,1,0,0,0,0,0
SG SADONG,amin_4Q,1790201SF,35,NA,NA,NA,NA,NA,2.589,NA,-6.773,NA,NA,9,7,5,5,4,4,3,3
SG SADONG,amin_4Q,1790241SF,34,NA,NA,NA,NA,NA,1.142,0.411,NA,NA,NA,5,3,2,2,2,2,1,1
SG SEDELI BESAR,amin_4Q,0470181SF,19,NA,NA,NA,NA,NA,0.606,NA,-0.561,NA,NA,2,1,1,1,1,0,0,0
SG SELANGOR,amin_4Q,0210241SF,65,-22.151,6.475,0,NA,NA,NA,NA,NA,NA,NA,28,20,12,8,3,1,-3,-8
SG SELANGOR,amin_4Q,0210341SF,15,-5.838,0.894,0.423,NA,NA,NA,NA,NA,NA,NA,6,5,4,2,1,0,-3,-7
SG SELANGOR,amin_4Q,0210631SF,11,NA,NA,NA,NA,NA,3.253,NA,-10.745,NA,NA,24,15,10,8,7,6,5,4
SG TERENGGANU,amin_4Q,0670151SF,59,NA,NA,NA,NA,NA,5.179,NA,-90.494,NA,NA,175,87,46,28,16,12,3,-5
SG TERENGGANU,amin_4Q,0670271SF,43,-10.599,3.49,-0.314,NA,NA,NA,NA,NA,NA,NA,14,9,6,5,4,4,3,2
SG TERENGGANU,amin_4Q,0670311SF,19,-4.449,1.046,-0.026,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,1,1,1,0
SG. BESUT,amin_4Q,0700071SF,44,NA,NA,NA,NA,NA,1.414,NA,-0.686,NA,NA,13,3,1,1,0,0,0,0
Sabah,amin_7Q,0750011SF,30,NA,NA,8.234,0.49,NA,NA,NA,NA,NA,NA,25,16,12,10,8,8,7,6
Sabah,amin_7Q,0750051SF,13,NA,NA,NA,NA,NA,1.041,NA,-0.322,NA,NA,9,3,1,1,0,0,0,0
Sabah,amin_7Q,1040091SF,51,NA,NA,NA,NA,NA,5.302,NA,-167.524,NA,NA,59,33,18,10,4,3,-2,-6
Sabah,amin_7Q,1040391SF,13,NA,NA,NA,NA,NA,2.863,NA,-11.022,NA,NA,11,6,4,3,2,2,1,1
Sabah,amin_7Q,1160031SF,35,NA,NA,NA,NA,NA,2.379,NA,-4.772,NA,NA,12,6,3,2,2,1,1,0
Sabah,amin_7Q,1160091SF,52,NA,NA,0.89,0.031,NA,NA,NA,NA,NA,NA,68,19,5,2,1,1,0,0
Sabah,amin_7Q,1160161SF,26,NA,NA,NA,NA,NA,-0.939,NA,-0.283,NA,NA,0,0,0,0,0,0,0,0
Sabah,amin_7Q,1280011SF,33,NA,NA,NA,NA,NA,1.392,NA,-0.559,NA,NA,6,3,2,2,2,1,1,1
Sabah,amin_7Q,1390021SF,20,NA,NA,0.848,0.85,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,0,0
Sabah,amin_7Q,1400031SF,50,NA,NA,NA,NA,NA,1.809,NA,-0.784,NA,NA,13,5,3,2,1,1,1,1
Sabah,amin_7Q,1400041SF,52,NA,NA,NA,NA,NA,2.865,NA,-11.434,NA,NA,11,6,3,2,1,1,0,0
Sabah,amin_7Q,1460211SF,51,NA,NA,NA,NA,NA,3.015,NA,-2.549,NA,NA,38,18,11,8,6,6,4,3
Sabah,amin_7Q,1460281SF,39,NA,NA,2.573,0.058,NA,NA,NA,NA,NA,NA,82,39,21,15,11,10,7,5
Sabah,amin_7Q,1460521SF,24,NA,NA,NA,NA,NA,2.433,0.484,NA,NA,NA,21,11,8,6,5,5,4,4
Sabah,amin_7Q,1460561SF,20,NA,NA,NA,NA,NA,7.566,NA,-1930.027,NA,NA,3,2,1,0,0,0,-1,-1
Sarawak,amin_7Q,1015401,27,NA,NA,NA,NA,NA,-4.245,NA,0.002,NA,NA,0,0,0,0,0,0,0,0
Sarawak,amin_7Q,1301427,15,NA,NA,NA,NA,NA,2.122,1.432,NA,NA,NA,53,8,2,1,1,1,0,0
Sarawak,amin_7Q,1302428,26,NA,NA,NA,NA,NA,1.846,0.842,NA,NA,NA,19,6,3,2,2,1,1,1
Sarawak,amin_7Q,1415401,31,NA,NA,NA,NA,NA,1.712,0.746,NA,NA,NA,14,6,3,2,2,2,1,1
Sarawak,amin_7Q,1515401,25,-19.556,6.463,-0.648,NA,NA,NA,NA,NA,NA,NA,27,17,13,12,11,11,10,10
Sarawak,amin_7Q,3541401,24,NA,NA,0.621,0.037,NA,NA,NA,NA,NA,NA,44,9,2,1,0,0,0,0
SG BERNAM,amin_7Q,0190211SF,63,NA,NA,NA,NA,NA,1.342,NA,-0.746,NA,NA,7,3,2,1,1,1,1,0
SG BERNAM,amin_7Q,0190241SF,64,NA,NA,NA,NA,NA,3.343,NA,-21.81,NA,NA,14,6,3,1,-1,-1,-2,-3
SG BERNAM,amin_7Q,0190251SF,62,NA,NA,10.87,0.614,NA,NA,NA,NA,NA,NA,25,17,13,11,10,10,8,8
SG BERNAM,amin_7Q,0190621SF,12,-8.728,2.012,0.24,NA,NA,NA,NA,NA,NA,NA,10,8,5,3,0,-1,-4,-8
SG BERNAM,amin_7Q,0190631SF,12,-17.143,2.356,0,NA,NA,NA,NA,NA,NA,NA,19,16,14,12,10,10,8,6
SG DUNGUN,amin_7Q,0630111SF,51,NA,NA,NA,NA,NA,6.039,NA,-390.786,NA,NA,53,29,13,6,-1,-2,-8,-12
SG ENDAU,amin_7Q,0500171SF,55,NA,NA,NA,NA,NA,0.702,NA,-0.205,NA,NA,4,2,1,1,1,1,0,0
SG ENDAU,amin_7Q,0500221SF,25,-4.619,4.486,-1.001,NA,NA,NA,NA,NA,NA,NA,11,3,1,1,0,0,0,0
SG ENDAU,amin_7Q,0500291SF,47,-6.563,7.366,-1.174,NA,NA,NA,NA,NA,NA,NA,17,4,1,1,0,0,0,0
SG GOLOK,amin_7Q,0740121SF,60,NA,NA,NA,NA,NA,1.851,1.011,NA,NA,NA,23,6,3,2,1,1,1,1
SG JOHOR,amin_7Q,0430211SF,55,NA,NA,NA,NA,NA,4.072,NA,-50.374,NA,NA,14,8,5,3,2,2,1,0
SG JOHOR,amin_7Q,0430341SF,48,NA,NA,NA,NA,NA,1.973,NA,-4.35,NA,NA,5,3,2,1,1,0,0,0
SG KELANTAN,amin_7Q,0730351SF,62,NA,NA,NA,NA,NA,6.268,NA,-388.612,NA,NA,234,139,84,58,37,32,15,1
SG KEMAMAN,amin_7Q,0600081SF,48,NA,NA,NA,NA,NA,2.704,NA,-5.89,NA,NA,17,9,5,4,3,2,1,1
SG KEMAMAN,amin_7Q,0600171SF,23,NA,NA,1.657,0.199,NA,NA,NA,NA,NA,NA,17,7,3,2,1,1,1,0
SG KEMAMAN,amin_7Q,0600181SF,23,-0.504,0.53,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,-1,-1,-1,-2,-2
SG KERIAN,amin_7Q,0090211SF,61,NA,NA,NA,NA,NA,3.198,NA,-15.082,NA,NA,18,9,5,3,2,1,0,-1
SG KESANG,amin_7Q,0310011SF,65,NA,NA,NA,NA,NA,-0.966,NA,-0.073,NA,NA,1,0,0,0,0,0,0,0
SG KIMANIS,amin_7Q,1410031SF,9,NA,NA,NA,NA,NA,1.184,NA,-2.176,NA,NA,2,1,1,0,0,0,0,0
SG KINABATANGAN,amin_7Q,1040131SF,41,NA,NA,2.859,0.041,NA,NA,NA,NA,NA,NA,126,62,35,25,18,17,13,10
SG KINABATANGAN,amin_7Q,1040181SF,35,NA,NA,NA,NA,NA,4.028,NA,-13.004,NA,NA,89,43,25,18,13,12,9,6
SG KINABATANGAN,amin_7Q,1160281SF,20,NA,NA,NA,NA,NA,3.642,NA,-2.933,NA,NA,52,35,27,24,21,20,18,17
SG KLANG,amin_7Q,0230291SF,51,NA,NA,NA,NA,NA,1.849,NA,-3.961,NA,NA,6,2,1,0,0,0,-1,-1
SG KLANG,amin_7Q,0230311SF,53,-1.804,1.854,-1.036,NA,NA,NA,NA,NA,NA,NA,4,1,0,0,0,0,0,0
SG KLANG,amin_7Q,0230361SF,50,NA,NA,NA,NA,NA,2.13,NA,-0.283,NA,NA,25,8,4,3,2,2,1,1
SG KRIAN,amin_7Q,1813401,21,NA,NA,1.069,4.01,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
SG KUANTAN,amin_7Q,0570011SF,44,NA,NA,NA,NA,NA,3.255,NA,-19.013,NA,NA,16,7,2,0,-1,-1,-3,-4
SG LANGAT,amin_7Q,0240251SF,62,-9.217,3.785,-0.415,NA,NA,NA,NA,NA,NA,NA,13,8,5,4,3,3,2,1
SG LANGAT,amin_7Q,0240261SF,46,NA,NA,NA,NA,NA,1.004,0.791,NA,NA,NA,8,3,1,1,1,1,1,0
SG LANGAT,amin_7Q,0240311SF,59,NA,NA,NA,NA,NA,-0.207,NA,-0.09,NA,NA,2,1,0,0,0,0,0,0
SG LANGAT,amin_7Q,0240351SF,51,NA,NA,NA,NA,NA,0.709,NA,-0.019,NA,NA,5,2,1,1,1,1,1,0
SG LANGAT,amin_7Q,0240491SF,11,NA,NA,NA,NA,NA,2.999,0.371,NA,NA,NA,32,20,15,12,11,10,9,8
SG LINGGI,amin_7Q,0270171SF,65,NA,NA,NA,NA,NA,1.96,NA,-3.411,NA,NA,10,4,1,0,0,0,-1,-1
SG LINGGI,amin_7Q,0270181SF,49,NA,NA,NA,NA,NA,-0.373,NA,-0.08,NA,NA,2,1,0,0,0,0,0,0
SG LINGGI,amin_7Q,0270191SF,58,NA,NA,NA,NA,NA,-0.798,NA,0.007,NA,NA,2,0,0,0,0,0,0,0
SG LINGGI,amin_7Q,0270241SF,11,-0.106,0.135,-1.403,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
SG LINGGI,amin_7Q,0270311SF,23,NA,NA,0.466,0.109,NA,NA,NA,NA,NA,NA,12,2,0,0,0,0,0,0
SG MELAKA,amin_7Q,0290141SF,64,NA,NA,NA,NA,NA,-0.135,1.299,NA,NA,NA,5,1,0,0,0,0,0,0
SG MELAKA,amin_7Q,0290161SF,49,NA,NA,NA,NA,NA,-1.782,0.924,NA,NA,NA,1,0,0,0,0,0,0,0
SG MERANG,amin_7Q,0680091SF,45,NA,NA,2.656,11.449,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
SG MUAR,amin_7Q,0320461SF,50,NA,NA,NA,NA,NA,0.761,NA,-0.833,NA,NA,3,1,1,0,0,0,0,0
SG MUAR,amin_7Q,0320471SF,60,NA,NA,NA,NA,NA,2.084,NA,-4.65,NA,NA,9,3,1,0,-1,-1,-1,-2
SG MUAR,amin_7Q,0320481SF,58,NA,NA,NA,NA,NA,-0.062,3.904,NA,NA,NA,143,1,0,0,0,0,0,0
SG MUAR,amin_7Q,0320651SF,10,NA,NA,2.858,1.249,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,0,0
SG MUAR,amin_7Q,0320851SF,15,NA,NA,NA,NA,NA,1.109,NA,-1.097,NA,NA,8,2,0,0,0,0,-1,-1
SG MUDA,amin_7Q,0050011SF,64,NA,NA,NA,NA,NA,2.827,NA,-3.846,NA,NA,37,13,6,3,2,1,0,0
SG MUDA,amin_7Q,0050181SF,61,NA,NA,NA,NA,NA,1.367,NA,0.3,NA,NA,18,4,2,1,1,1,1,1
SG MUDA,amin_7Q,0050301SF,38,NA,NA,NA,NA,NA,1.717,0.673,NA,NA,NA,13,6,3,2,2,2,1,1
SG PAHANG,amin_7Q,0550801SF,62,NA,NA,NA,NA,NA,1.239,NA,-1.809,NA,NA,5,2,0,0,0,0,-1,-1
SG PAHANG,amin_7Q,0550811SF,62,-5.81,2.417,-0.325,NA,NA,NA,NA,NA,NA,NA,8,5,3,2,1,1,0,0
SG PAHANG,amin_7Q,0550981SF,58,NA,NA,NA,NA,NA,4.925,NA,7.717,NA,NA,293,145,93,74,62,59,51,45
SG PAHANG,amin_7Q,0551071SF,60,NA,NA,NA,NA,NA,2.971,1.001,NA,NA,NA,71,20,8,5,4,3,3,2
SG PAHANG,amin_7Q,0551111SF,55,NA,NA,NA,NA,NA,1.947,NA,-4.41,NA,NA,5,3,1,1,0,0,0,0
SG PAHANG,amin_7Q,0551251SF,51,NA,NA,NA,NA,NA,1.826,NA,-3.766,NA,NA,6,2,1,0,0,-1,-1,-1
SG PERAI,amin_7Q,0060111SF,62,NA,NA,NA,NA,NA,1.398,NA,-2.254,NA,NA,4,2,1,1,0,0,0,0
SG PERAK,amin_7Q,0180691SF,17,-2.086,0.437,0,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,0,0
SG PERAK,amin_7Q,0180721SF,57,NA,NA,NA,NA,NA,2.911,0.947,NA,NA,NA,62,18,8,5,4,4,3,2
SG PERAK,amin_7Q,0180761SF,57,NA,NA,NA,NA,NA,0.879,NA,-0.912,NA,NA,4,1,1,0,0,0,0,0
SG PERAK,amin_7Q,0180771SF,60,NA,NA,NA,NA,NA,1.816,NA,-3.821,NA,NA,5,2,1,0,0,0,-1,-1
SG PERAK,amin_7Q,0180781SF,65,NA,NA,NA,NA,NA,5.257,NA,-78.656,NA,NA,199,113,72,54,41,37,28,20
SG PERAK,amin_7Q,0180791SF,57,NA,NA,NA,NA,NA,4.761,NA,-103.209,NA,NA,22,14,9,6,4,3,2,0
SG PERAK,amin_7Q,0180821SF,64,NA,NA,NA,NA,NA,2.006,NA,-2.304,NA,NA,14,5,2,1,0,0,0,-1
SG PERAK,amin_7Q,0180961SF,54,NA,NA,1.289,0.336,NA,NA,NA,NA,NA,NA,8,3,1,1,0,0,0,0
SG PERAK,amin_7Q,0181051SF,48,NA,NA,NA,NA,NA,3.398,NA,-2.934,NA,NA,54,27,17,13,10,10,8,6
SG PERAK,amin_7Q,0181111SF,43,NA,NA,NA,NA,NA,1.796,NA,-2.972,NA,NA,7,3,1,1,0,0,0,-1
SG PERLIS,amin_7Q,0010311SF,37,NA,NA,NA,NA,NA,-1.531,NA,-0.081,NA,NA,0,0,0,0,0,0,0,0
SG PERLIS,amin_7Q,0010381SF,23,NA,NA,NA,NA,NA,-1,NA,-0.171,NA,NA,1,0,0,0,0,0,0,0
SG SADONG,amin_7Q,1004438,28,NA,NA,2.054,0.363,NA,NA,NA,NA,NA,NA,11,5,2,2,1,1,1,0
SG SADONG,amin_7Q,1005447,14,NA,NA,NA,NA,NA,1.516,NA,-0.9,NA,NA,8,4,2,1,1,1,1,0
SG SADONG,amin_7Q,1108401,27,NA,NA,0.206,3.994,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
SG SADONG,amin_7Q,1790191SF,33,NA,NA,NA,NA,NA,0.523,1.199,NA,NA,NA,8,2,1,0,0,0,0,0
SG SADONG,amin_7Q,1790201SF,35,NA,NA,NA,NA,NA,2.066,NA,-1.103,NA,NA,9,7,6,5,4,4,4,4
SG SADONG,amin_7Q,1790241SF,34,NA,NA,NA,NA,NA,0.279,NA,2.297,NA,NA,6,4,3,3,3,3,3,3
SG SEDELI BESAR,amin_7Q,0470181SF,19,NA,NA,NA,NA,NA,0.887,NA,-1.073,NA,NA,2,1,1,1,1,0,0,0
SG SELANGOR,amin_7Q,0210241SF,65,-23.01,6.599,0,NA,NA,NA,NA,NA,NA,NA,29,21,13,8,3,2,-3,-7
SG SELANGOR,amin_7Q,0210341SF,15,-6.121,0.747,0.714,NA,NA,NA,NA,NA,NA,NA,7,6,4,2,-2,-3,-10,-21
SG SELANGOR,amin_7Q,0210631SF,11,NA,NA,NA,NA,NA,3.559,NA,-19.049,NA,NA,25,16,11,9,8,7,6,5
SG TERENGGANU,amin_7Q,0670151SF,59,NA,NA,NA,NA,NA,5.279,NA,-104.074,NA,NA,181,92,49,31,17,14,4,-5
SG TERENGGANU,amin_7Q,0670271SF,43,NA,NA,NA,NA,NA,4.005,NA,-45.149,NA,NA,15,10,7,5,4,4,3,2
SG TERENGGANU,amin_7Q,0670311SF,19,-4.537,1.083,-0.071,NA,NA,NA,NA,NA,NA,NA,5,4,3,2,2,1,1,0
SG. BESUT,amin_7Q,0700071SF,44,NA,NA,0.978,0.15,NA,NA,NA,NA,NA,NA,15,4,1,1,0,0,0,0
Sabah,amin_30Q,0750011SF,30,NA,NA,NA,NA,NA,3.28,0.459,NA,NA,NA,48,27,18,15,12,12,10,9
Sabah,amin_30Q,0750051SF,13,-6.45,5.599,-1.281,NA,NA,NA,NA,NA,NA,NA,15,5,3,2,2,2,2,2
Sabah,amin_30Q,1040091SF,51,NA,NA,NA,NA,NA,5.54,NA,-195.196,NA,NA,104,60,34,22,12,9,2,-5
Sabah,amin_30Q,1040391SF,13,NA,NA,NA,NA,NA,3.436,NA,-23.36,NA,NA,11,8,6,4,4,3,3,2
Sabah,amin_30Q,1160031SF,35,NA,NA,NA,NA,NA,2.557,NA,-2.813,NA,NA,21,10,6,4,3,3,2,1
Sabah,amin_30Q,1160091SF,52,NA,NA,0.974,0.023,NA,NA,NA,NA,NA,NA,100,30,9,4,2,2,1,0
Sabah,amin_30Q,1160161SF,26,NA,NA,NA,NA,NA,0.384,NA,-1.284,NA,NA,0,0,0,0,0,0,0,0
Sabah,amin_30Q,1280011SF,33,NA,NA,5.367,1.122,NA,NA,NA,NA,NA,NA,8,4,3,2,2,2,2,1
Sabah,amin_30Q,1390021SF,20,NA,NA,NA,NA,NA,2.058,NA,-5.658,NA,NA,5,2,1,0,0,0,-1,-1
Sabah,amin_30Q,1400031SF,50,NA,NA,NA,NA,NA,2.084,NA,-0.647,NA,NA,19,7,4,3,2,2,1,1
Sabah,amin_30Q,1400041SF,52,NA,NA,NA,NA,NA,2.348,NA,-2.277,NA,NA,18,8,5,3,2,2,1,1
Sabah,amin_30Q,1460211SF,51,NA,NA,NA,NA,NA,3.933,NA,-20.135,NA,NA,57,31,19,14,10,9,6,4
Sabah,amin_30Q,1460281SF,39,NA,NA,2.772,0.04,NA,NA,NA,NA,NA,NA,127,62,35,24,18,16,12,9
Sabah,amin_30Q,1460521SF,24,NA,NA,5.08,0.303,NA,NA,NA,NA,NA,NA,27,16,10,8,7,6,5,4
Sabah,amin_30Q,1460561SF,20,NA,NA,NA,NA,NA,2.115,NA,-5.713,NA,NA,5,3,1,1,0,0,0,0
Sarawak,amin_30Q,1015401,27,NA,NA,2.427,13.463,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Sarawak,amin_30Q,1301427,15,NA,NA,NA,NA,NA,1.574,NA,3.94,NA,NA,83,9,5,4,4,4,4,4
Sarawak,amin_30Q,1302428,26,NA,NA,NA,NA,NA,2.123,NA,1.689,NA,NA,27,10,6,4,4,4,3,3
Sarawak,amin_30Q,1415401,31,NA,NA,NA,NA,NA,2.072,0.622,NA,NA,NA,18,8,5,4,3,3,2,2
Sarawak,amin_30Q,1515401,25,NA,NA,NA,NA,NA,2.867,NA,1.789,NA,NA,29,19,15,13,12,11,10,10
Sarawak,amin_30Q,3541401,24,NA,NA,NA,NA,NA,4.48,NA,-45.487,NA,NA,97,43,19,9,2,1,-4,-8
SG BERNAM,amin_30Q,0190211SF,63,NA,NA,NA,NA,NA,1.388,NA,-0.376,NA,NA,8,4,2,2,1,1,1,1
SG BERNAM,amin_30Q,0190241SF,63,NA,NA,NA,NA,NA,4.086,NA,-51.905,NA,NA,14,8,3,1,0,-1,-2,-3
SG BERNAM,amin_30Q,0190251SF,62,NA,NA,NA,NA,NA,3.011,0.315,NA,NA,NA,30,20,16,14,12,12,11,10
SG BERNAM,amin_30Q,0190621SF,12,-10.767,2.772,0,NA,NA,NA,NA,NA,NA,NA,13,10,7,5,3,2,0,-2
SG BERNAM,amin_30Q,0190631SF,12,NA,NA,NA,NA,NA,2.91,0.146,NA,NA,NA,22,18,16,15,14,14,14,13
SG DUNGUN,amin_30Q,0630111SF,51,NA,NA,NA,NA,NA,6.087,NA,-404.758,NA,NA,63,35,18,9,2,0,-6,-11
SG ENDAU,amin_30Q,0500171SF,55,NA,NA,NA,NA,NA,1.26,NA,-1.075,NA,NA,5,2,1,1,1,1,0,0
SG ENDAU,amin_30Q,0500221SF,25,NA,NA,NA,NA,NA,2.529,NA,-5.079,NA,NA,15,7,4,3,2,2,1,0
SG ENDAU,amin_30Q,0500291SF,47,NA,NA,NA,NA,NA,2.186,NA,-1.351,NA,NA,20,8,4,2,2,1,1,0
SG GOLOK,amin_30Q,0740121SF,60,NA,NA,NA,NA,NA,2.253,0.94,NA,NA,NA,32,10,4,3,2,2,1,1
SG JOHOR,amin_30Q,0430211SF,55,-13.116,5.646,-0.424,NA,NA,NA,NA,NA,NA,NA,19,11,7,5,4,3,2,2
SG JOHOR,amin_30Q,0430341SF,48,NA,NA,2.854,0.692,NA,NA,NA,NA,NA,NA,7,4,2,1,1,1,1,1
SG KELANTAN,amin_30Q,0730351SF,62,-189.421,79.79,-0.475,NA,NA,NA,NA,NA,NA,NA,272,163,104,79,62,58,48,40
SG KEMAMAN,amin_30Q,0600081SF,48,NA,NA,NA,NA,NA,3.046,NA,-9.952,NA,NA,20,11,7,5,4,3,2,1
SG KEMAMAN,amin_30Q,0600171SF,23,NA,NA,NA,NA,NA,1.839,NA,1.158,NA,NA,18,7,4,4,3,3,2,2
SG KEMAMAN,amin_30Q,0600181SF,23,-0.723,0.737,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,-1,-1,-2,-2,-3
SG KERIAN,amin_30Q,0090211SF,61,NA,NA,NA,NA,NA,3.042,NA,-9.663,NA,NA,23,11,6,4,2,2,1,0
SG KESANG,amin_30Q,0310011SF,65,NA,NA,NA,NA,NA,-0.753,NA,-0.047,NA,NA,1,0,0,0,0,0,0,0
SG KIMANIS,amin_30Q,1410031SF,9,NA,NA,NA,NA,NA,1.195,NA,-1.682,NA,NA,3,2,1,1,0,0,0,0
SG KINABATANGAN,amin_30Q,1040131SF,41,-140.511,94.673,-0.745,NA,NA,NA,NA,NA,NA,NA,251,110,55,37,27,25,20,18
SG KINABATANGAN,amin_30Q,1040181SF,35,NA,NA,NA,NA,NA,4.37,0.71,NA,NA,NA,197,79,44,32,25,23,18,15
SG KINABATANGAN,amin_30Q,1160281SF,20,NA,NA,NA,NA,NA,4.844,NA,-77.52,NA,NA,74,50,35,29,23,22,18,14
SG KLANG,amin_30Q,0230291SF,51,NA,NA,NA,NA,NA,2.234,NA,-6.298,NA,NA,7,3,1,0,0,0,-1,-1
SG KLANG,amin_30Q,0230311SF,53,-2.175,2.132,-1,NA,NA,NA,NA,NA,NA,NA,5,2,1,0,0,0,0,0
SG KLANG,amin_30Q,0230361SF,50,NA,NA,NA,NA,NA,2.343,0.811,NA,NA,NA,30,10,5,4,3,3,2,2
SG KRIAN,amin_30Q,1813401,21,NA,NA,2.661,5.189,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0
SG KUANTAN,amin_30Q,0570011SF,44,NA,NA,NA,NA,NA,3.821,NA,-36.179,NA,NA,20,9,4,1,-1,-2,-4,-5
SG LANGAT,amin_30Q,0240251SF,62,NA,NA,NA,NA,NA,3.291,NA,-15.408,NA,NA,19,11,8,6,4,4,3,2
SG LANGAT,amin_30Q,0240261SF,46,NA,NA,NA,NA,NA,1.369,NA,-0.139,NA,NA,9,4,2,2,1,1,1,1
SG LANGAT,amin_30Q,0240311SF,59,NA,NA,2.935,2.705,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0
SG LANGAT,amin_30Q,0240351SF,51,NA,NA,2.614,0.869,NA,NA,NA,NA,NA,NA,6,3,1,1,1,1,0,0
SG LANGAT,amin_30Q,0240491SF,11,NA,NA,NA,NA,NA,3.232,0.39,NA,NA,NA,42,25,18,15,13,13,11,10
SG LINGGI,amin_30Q,0270171SF,65,-6.242,4.716,-0.747,NA,NA,NA,NA,NA,NA,NA,12,5,2,1,1,1,0,0
SG LINGGI,amin_30Q,0270181SF,49,NA,NA,NA,NA,NA,0.194,NA,-0.25,NA,NA,3,1,0,0,0,0,0,0
SG LINGGI,amin_30Q,0270191SF,58,-1.019,1.143,-1.225,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,0,0,0,0
SG LINGGI,amin_30Q,0270241SF,11,NA,NA,0.919,4.765,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
SG LINGGI,amin_30Q,0270311SF,23,NA,NA,0.617,0.104,NA,NA,NA,NA,NA,NA,15,3,1,0,0,0,0,0
SG MELAKA,amin_30Q,0290141SF,64,-2.312,2.389,-1.063,NA,NA,NA,NA,NA,NA,NA,6,2,1,0,0,0,0,0
SG MELAKA,amin_30Q,0290161SF,49,NA,NA,NA,NA,NA,-1.378,0.828,NA,NA,NA,1,0,0,0,0,0,0,0
SG MERANG,amin_30Q,0680091SF,45,NA,NA,NA,NA,NA,-0.947,NA,-0.131,NA,NA,1,0,0,0,0,0,0,0
SG MUAR,amin_30Q,0320461SF,50,NA,NA,NA,NA,NA,0.629,NA,-0.401,NA,NA,4,1,1,0,0,0,0,0
SG MUAR,amin_30Q,0320471SF,60,NA,NA,NA,NA,NA,2.44,NA,-7.331,NA,NA,10,4,1,0,-1,-1,-1,-2
SG MUAR,amin_30Q,0320481SF,58,NA,NA,NA,NA,NA,0.315,3.768,NA,NA,NA,175,1,0,0,0,0,0,0
SG MUAR,amin_30Q,0320651SF,10,-3.809,1.232,0,NA,NA,NA,NA,NA,NA,NA,5,3,2,1,0,0,-1,-2
SG MUAR,amin_30Q,0320851SF,15,NA,NA,NA,NA,NA,1.642,NA,-2.272,NA,NA,9,3,1,0,0,0,-1,-1
SG MUDA,amin_30Q,0050011SF,64,NA,NA,NA,NA,NA,2.897,NA,-0.106,NA,NA,46,18,10,7,5,5,4,3
SG MUDA,amin_30Q,0050181SF,61,NA,NA,NA,NA,NA,1.71,NA,0.232,NA,NA,21,6,3,2,1,1,1,1
SG MUDA,amin_30Q,0050301SF,38,NA,NA,NA,NA,NA,1.941,0.607,NA,NA,NA,15,7,4,3,3,2,2,2
SG PAHANG,amin_30Q,0550801SF,62,NA,NA,NA,NA,NA,1.394,NA,-2.195,NA,NA,5,2,1,0,0,0,-1,-1
SG PAHANG,amin_30Q,0550811SF,62,NA,NA,NA,NA,NA,3.402,NA,-24.452,NA,NA,9,6,3,2,1,1,0,0
SG PAHANG,amin_30Q,0550981SF,58,NA,NA,NA,NA,NA,4.928,NA,39.77,NA,NA,349,178,121,102,89,86,78,72
SG PAHANG,amin_30Q,0551071SF,60,NA,NA,NA,NA,NA,3.111,0.943,NA,NA,NA,76,22,10,7,5,4,3,3
SG PAHANG,amin_30Q,0551111SF,55,NA,NA,NA,NA,NA,1.894,NA,-3.408,NA,NA,6,3,2,1,1,1,0,0
SG PAHANG,amin_30Q,0551251SF,51,NA,NA,NA,NA,NA,2.249,NA,-6.156,NA,NA,8,3,1,0,-1,-1,-1,-2
SG PERAI,amin_30Q,0060111SF,62,NA,NA,NA,NA,NA,1.197,NA,-1.213,NA,NA,4,2,1,1,1,0,0,0
